Account,Id,false
Account,IsDeleted,false
Account,MasterRecordId,false
Account,Name,false
Account,Type,false
Account,RecordTypeId,false
Account,ParentId,false
Account,BillingStreet,false
Account,BillingCity,false
Account,BillingState,false
Account,BillingPostalCode,false
Account,BillingCountry,false
Account,BillingLatitude,false
Account,BillingLongitude,false
Account,BillingGeocodeAccuracy,false
Account,ShippingStreet,false
Account,ShippingCity,false
Account,ShippingState,false
Account,ShippingPostalCode,false
Account,ShippingCountry,false
Account,ShippingLatitude,false
Account,ShippingLongitude,false
Account,ShippingGeocodeAccuracy,false
Account,Phone,false
Account,Fax,false
Account,AccountNumber,false
Account,Website,false
Account,PhotoUrl,false
Account,Sic,false
Account,Industry,false
Account,AnnualRevenue,false
Account,NumberOfEmployees,false
Account,Ownership,false
Account,TickerSymbol,false
Account,Description,false
Account,Rating,false
Account,Site,false
Account,OwnerId,false
Account,CreatedDate,false
Account,CreatedById,false
Account,LastModifiedDate,false
Account,LastModifiedById,false
Account,SystemModstamp,false
Account,LastActivityDate,false
Account,LastViewedDate,false
Account,LastReferencedDate,false
Account,IsCustomerPortal,false
Account,Jigsaw,false
Account,JigsawCompanyId,false
Account,AccountSource,false
Account,SicDesc,false
Account,ConnectionReceivedId,false
Account,ConnectionSentId,false
Account,A_M_Best_Rating__c,false
Account,Active__c,false
Pire_Member__c,ConnectionSentId,false,
Pire_Member__c,Pire_Member_Id_SRC__c,false,
Pire_Member__c,Insured__c,false,
Pire_Member__c,Pire__c,false,
Pire_Member__c,Address_Line_1__c,false,
Pire_Member__c,City__c,false,
Pire_Member__c,State__c,false,
Pire_Member__c,Entity__c,false,
Pire_Member__c,Effective_Date__c,false,
Pire_Member__c,Termination_Date__c,false,
Pire_Member__c,Date_of_Birth__c,false,
Pire_Member__c,Insured_Address_1__c,false,
Pire_Member__c,Insured_Address_2__c,false,
Pire_Member__c,Insured_City__c,false,
Pire_Member__c,Insured_State__c,false,
Pire_Member__c,Insured_Postal_Code__c,false,
Pire_Member__c,Member_Effective_Date__c,false,
Pire_Member__c,Member_Termination_Date__c,false,
Pire_Member__c,Pire_Name_formula__c,false,
Pire_Member__c,Insured_Name__c,false,
Pire__c,Id,false,
Pire__c,OwnerId,false,
Pire__c,IsDeleted,false,
Pire__c,Name,false,
Pire__c,CreatedDate,false,
Pire__c,CreatedById,false,
Pire__c,LastModifiedDate,false,
Pire__c,LastModifiedById,false,
Pire__c,SystemModstamp,false,
Pire__c,LastActivityDate,false,
Pire__c,LastViewedDate,false,
Pire__c,LastReferencedDate,false,
Pire__c,ConnectionReceivedId,false,
Pire__c,ConnectionSentId,false,
Pire__c,Address_Line_1__c,false,
Pire__c,Address_Line_2__c,false,
Pire__c,City__c,false,
Pire__c,Effective_Date__c,false,
Pire__c,Entity_ID_SRC__c,false,
Pire__c,Pire_Id_SRC__c,false,
Pire__c,Pire_Entity_Code__c,false,
Pire__c,State__c,false,
Pire__c,Termination_Date__c,false,
Pire__c,Zip_Code__c,false,
Pire__c,Owner_Name__c,false,
Pire__c,Force_to_Fire__c,false,
Pire__c,Contact_Last_Name__c,false,
Pire__c,Contact_First_Name__c,false,
Pire__c,Contact_Email__c,false,
Pire__c,Contact_Work_Phone__c,false,
Pire__c,Contact_Work_Extension__c,false,
Pire__c,Contact_Fax_number__c,false,
Pire__c,Country_Code__c,false,
Pire__c,IC_AOI_Contact_Address_1__c,false,
Pire__c,IC_AOI_Contact_Address_2__c,false,
Pire__c,IC_AOI_Contact_City__c,false,
Pire__c,IC_AOI_Contact_First_Name__c,false,
Pire__c,IC_AOI_Contact_Last_Name__c,false,
Pire__c,IC_AOI_Contact_Phone__c,false,
Pire__c,IC_AOI_Contact_Postal_Code__c,false,
Pire__c,IC_AOI_Contact_State__c,false,
Pire__c,IC_AOI_Effective_Date__c,false,
Pire__c,IC_AOI_Insured_Status__c,false,
Pire__c,IC_AOI_Node_Name__c,false,
Pire__c,IC_AOI_Termination_Date__c,false,
Pire__c,IC_Allied_Share_Limits__c,false,
Pire__c,IC_Department__c,false,
Pire__c,IC_ERE_End_Date__c,false,
Pire__c,IC_Effective_Date__c,false,
Pire__c,IC_Insured_Category__c,false,
Pire__c,IC_Insured_Status__c,false,
Pire__c,IC_Limit_Type__c,false,
Pire__c,IC_MCPID__c,false,
Pire__c,IC_Reason_for_Termination__c,false,
Pire__c,IC_Retro_End_Date__c,false,
Pire__c,IC_Retro_Start_Date__c,false,
Pire__c,IC_Risk_Pool__c,false,
Pire__c,IC_Sub_Ent_Contact_Email__c,false,
Pire__c,IC_Sub_Ent_Contact_First_Name__c,false,
Pire__c,IC_Sub_Ent_Contact_Last_Name__c,false,
Pire__c,IC_Sub_Ent_Contact_Phone__c,false,
Pire__c,IC_Sub_Entity_Addr_1__c,false,
Pire__c,IC_Sub_Entity_Addr_2__c,false,
Pire__c,IC_Sub_Entity_City__c,false,
Pire__c,IC_Sub_Entity_Node_Name__c,false,
Pire__c,IC_Sub_Entity_Postal_Code__c,false,
Pire__c,IC_Sub_Entity_State__c,false,
Pire__c,IC_Termination_Date__c,false,
Pire__c,Insured_Degree__c,false,
Pire__c,Insured_First_Name__c,false,
Pire__c,Insured_Middle_Initial__c,false,
Pire__c,PFL_Claim_Limit_1__c,false,
Pire__c,PFL_Claim_Limit_2__c,false,
Pire__c,PFL_Policy_Limit_1__c,false,
Pire__c,PFL_Policy_Limit_2__c,false,
Pire__c,PH_GL_Occurrence_Limit__c,false,
Pire__c,PH_GL_Policy_Limit__c,false,
Pire__c,PH_GL_Policy_Number__c,false,
Pire__c,PH_GL_Policy_name__c,false,
Pire__c,PH_GL_Text__c,false,
Pire__c,PH_PFL_Occurrence_Limit__c,false,
Pire__c,PH_PFL_Policy_Limit__c,false,
Pire__c,PH_PFL_Policy_Name__c,false,
Pire__c,PH_PFL_Policy_Number__c,false,
Pire__c,PH_PFL_Text__c,false,
Pire__c,PH_Policy_Effective_Date__c,false,
Pire__c,PH_Policy_Name__c,false,
Pire__c,PH_Policy_Termination_date__c,false,
Pire__c,Template_AOI__c,false,
Pire__c,Insured_Last_Name__c,false,
Pire__c,IC_Record_Type__c,false,
Pire__c,Insured_Coverage_Retro_Start_Date__c,false,
Pire__c,Prior_Acts_Retro_End_Date__c,false,
Pire__c,Org_Hierarchy__c,false,
Policy_Hierarchy__c,Id,false,
Policy_Hierarchy__c,OwnerId,false,
Policy_Hierarchy__c,IsDeleted,false,
Policy_Hierarchy__c,Name,false,
Policy_Hierarchy__c,CreatedDate,false,
Policy_Hierarchy__c,CreatedById,false,
Policy_Hierarchy__c,LastModifiedDate,false,
Policy_Hierarchy__c,LastModifiedById,false,
Policy_Hierarchy__c,SystemModstamp,false,
Policy_Hierarchy__c,LastActivityDate,false,
Policy_Hierarchy__c,LastViewedDate,false,
Policy_Hierarchy__c,LastReferencedDate,false,
Policy_Hierarchy__c,ConnectionReceivedId,false,
Policy_Hierarchy__c,ConnectionSentId,false,
Policy_Hierarchy__c,CP_Flag__c,false,
Policy_Hierarchy__c,Policy__c,false,
Policy_Hierarchy__c,Limit__c,false,
Policy_Hierarchy__c,Retention__c,false,
Policy_Hierarchy__c,Receives_Chargeback__c,false,
Policy_Hierarchy__c,Collects_non_Phys_Exposure__c,false,
Policy_Hierarchy__c,Risk_Pool__c,false,
Policy_Hierarchy__c,Group_Policy_Number__c,false,
Policy_Hierarchy__c,Policy_Id__c,false,
Policy_Hierarchy__c,GL_Policy_Name__c,false,
Policy_Hierarchy__c,GL_Policy_Number__c,false,
Policy_Hierarchy__c,AE_Claim_Limit_2__c,false,
Policy_Hierarchy__c,GL_Claim_Limit__c,false,
Policy_Hierarchy__c,GL_Policy_Limit__c,false,
Policy_Hierarchy__c,GL_Occurrence_Limit__c,false,
Policy_Hierarchy__c,GL_Effective_Date__c,false,
Policy_Hierarchy__c,GL_Expiration_Date__c,false,
Policy_Hierarchy__c,Abbreviation__c,false,
Policy_Hierarchy__c,Last_Name__c,false,
Policy_Hierarchy__c,Primary_Insurer__c,false,
Policy_Hierarchy__c,Res_Percentage__c,false,
Policy_Hierarchy__c,Layer_Code__c,false,
Policy_Hierarchy__c,GL_Next_Policy_Id__c,false,
Policy_Hierarchy__c,Issue_Date__c,false,
Policy_Hierarchy__c,Cancel_Date__c,false,
Policy_Hierarchy__c,Primary_Policy_Flag__c,false,
Policy_Hierarchy__c,Trigger_Claim_Flag__c,false,
Policy_Hierarchy__c,PFL_Claim_Limit__c,false,
Policy_Hierarchy__c,PFL_Policy_Limit__c,false,
Policy_Hierarchy__c,PFL_Occurrence_Limit__c,false,
Policy_Hierarchy__c,PFL_Effective_Date__c,false,
Policy_Hierarchy__c,PFL_Expiration_Date__c,false,
Policy_Hierarchy__c,PFL_Policy_Name__c,false,
Policy_Hierarchy__c,PFL_Policy_Number__c,false,
Policy_Hierarchy__c,PFL_Next_Policy_Id__c,false,
Policy_Hierarchy__c,Community_Physician_Risk_Program_Year__c,false,
Policy_Hierarchy__c,RMX_Id__c,false,
Policy_Hierarchy__c,Coverage_Id__c,false,
Policy_Hierarchy__c,Certificate_Number__c,false,
Policy_Hierarchy__c,Class_B_Flag__c,false,
Policy_Hierarchy__c,Policy_Number__c,false,
Policy_Hierarchy__c,Policy_Type__c,false,
Policy_Hierarchy__c,Prior_Acts_Retro_End_Date__c,false,
Policy_Hierarchy__c,Prior_Acts_Retro_Start_Date__c,false,
Policy_Hierarchy__c,Record_Type__c,false,
Policy_Hierarchy__c,Risk_Pool_Sub_Category__c,false,
Policy_Hierarchy__c,PEMS_Coverage_Id__c,false,
Policy_Hierarchy__c,AE_Occurrence_Limit_2__c,false,
Policy_Hierarchy__c,Policy_Autonumber__c,false,
Policy_Hierarchy__c,Excess_Claim_Limit__c,false,
Policy_Hierarchy__c,Excess_Policy_Limit__c,false,
Policy_Hierarchy__c,Excess_Occurrence_Limit__c,false,
Policy_Hierarchy__c,AE_Claim_Limit__c,false,
Policy_Hierarchy__c,AE_Policy_Limit__c,false,
Policy_Hierarchy__c,AE_Occurrence_Limit__c,false,
Policy_Hierarchy__c,Excess_Policy_Name__c,false,
Policy_Hierarchy__c,Excess_Policy_Number__c,false,
Policy_Hierarchy__c,AE_Policy_Name__c,false,
Policy_Hierarchy__c,AE_Policy_Number__c,false,
Policy_Hierarchy__c,Excess_Claim_Limit_2__c,false,
Policy_Hierarchy__c,Excess_Policy_Limit_2__c,false,
Policy_Hierarchy__c,Excess_Occurrence_Limit_2__c,false,
Policy_Hierarchy__c,Excess_Policy_Name_2__c,false,
Policy_Hierarchy__c,Excess_Policy_Number_2__c,false,
Policy_Hierarchy__c,AOI_PFL_Text__c,false,
Policy_Hierarchy__c,AOI_GL_Text__c,false,
Policy_Hierarchy__c,Policy_Number_Text__c,false,
Policy_Hierarchy__c,Renewal_Policy_Hierarchy__c,false,
Policy_Hierarchy__c,Insured_Category_Policy_Group__c,false,
Policy_Hierarchy__c,Excess_Next_Policy_Id__c,false,
Policy_Hierarchy__c,AE_Next_Policy_Id__c,false,
Policy_Hierarchy__c,RMX_Company_ID__c,false,
Policy_Hierarchy__c,Primary_Insurer_Flag__c,false,
Policy_Hierarchy__c,Institution_Last_Change_Date__c,false,
Policy_Hierarchy__c,Policy_Origin_Code__c,false,
Policy_Hierarchy__c,AOI_AH_PFL_Text__c,false,
Policy_Hierarchy__c,AOI_MO_PFL_Text__c,false,
Policy_Hierarchy__c,EXP_Claim_Limit__c,false,
Policy_Hierarchy__c,EXP_Policy_Limit__c,false,
Policy_Hierarchy__c,Prior_Acts_Risk_Pool__c,false,
Policy_Hierarchy__c,PC_Group_Flow__c,false,
Policy_Hierarchy__c,Owner_Name__c,false,
Policy_Hierarchy__c,AE_Policy_Limit_2__c,false,
Policy_Hierarchy__c,GL_Claim_Limit_2__c,false,
Policy_Hierarchy__c,GL_Occurrence_Limit_2__c,false,
Policy_Hierarchy__c,GL_Policy_Limit_2__c,false,
Policy_Hierarchy__c,PFL_Claim_Limit_2__c,false,
Policy_Hierarchy__c,PFL_Occurrence_Limit_2__c,false,
Policy_Hierarchy__c,PFL_Policy_Limit_2__c,false,
Policy_Hierarchy__c,Flow_Dynamic_Choice_Label__c,false,
Policy_Hierarchy__c,Aggregate_Limit__c,false,
Policy_Hierarchy__c,Entity_Coverage__c,false,
Policy_Hierarchy__c,MCIC_Abbreviation__c,false,
Policy_Hierarchy__c,MCIC_Entity_Name_Formula__c,false,
Policy_Hierarchy__c,MCIC_NodeMDMID__c,false,
Policy_Hierarchy__c,MCIC_NodePolicyMDMID__c,false,
Policy_Hierarchy__c,MCIC_Permit_Claims__c,false,
Policy_Hierarchy__c,MCIC_Permit_Coverage_Parent_ID_Formula__c,false,
Policy_Hierarchy__c,MCIC_Permit_Coverages__c,false,
Policy_Hierarchy__c,MCIC_PolicyMDMID__c,false,
Policy_Hierarchy__c,Org_Hierarchy__c,false,
Policy_Hierarchy__c,Responsible_Org_Hierarchy__c,false,
Policy_Subsection__c,Id,false,
Policy_Subsection__c,IsDeleted,false,
Policy_Subsection__c,Name,false,
Policy_Subsection__c,CreatedDate,false,
Policy_Subsection__c,CreatedById,false,
Policy_Subsection__c,LastModifiedDate,false,
Policy_Subsection__c,LastModifiedById,false,
Policy_Subsection__c,SystemModstamp,false,
Policy_Subsection__c,LastActivityDate,false,
Policy_Subsection__c,LastViewedDate,false,
Policy_Subsection__c,LastReferencedDate,false,
Policy_Subsection__c,ConnectionReceivedId,false,
Policy_Subsection__c,ConnectionSentId,false,
Policy_Subsection__c,Policy_Section__c,false,
Policy_Subsection__c,Agreed_Value__c,false,
Policy_Subsection__c,Country__c,true,;
Policy_Subsection__c,Currency__c,false,
Policy_Subsection__c,Deductible__c,false,
Policy_Subsection__c,ID_Prior__c,false,
Policy_Subsection__c,Map_Label__c,false,
Policy_Subsection__c,Map_Tooltip__c,false,
Policy_Subsection__c,Renewal_Policy_Subsection__c,false,
Policy_Subsection__c,Claim_Limit__c,false,
Policy_Subsection__c,Limit_Type__c,false,
Policy_Subsection__c,MCIC_Aggregate_Limit__c,false,
Policy_Subsection__c,MCIC_NodeInsuredCategoryMDMID__c,false,
Policy_Subsection__c,MCIC_NodePolicyCoverageMDMID__c,false,
Policy_Subsection__c,MCIC_Occurrence_Limit__c,false,
Policy_Subsection__c,MCIC_Permit_Coverage_Parent_ID_Formula__c,false,
Policy_Subsection__c,MCIC_Policy_Effective_Date_Formula__c,false,
Policy_Subsection__c,MCIC_Policy_Expiration_Date_Formula__c,false,
Policy_Subsection__c,MCIC_Policy_Layer_Number_Formula__c,false,
Policy_Subsection__c,MCIC_Policy_Layer_Type_Formula__c,false,
Policy_Subsection__c,MCIC_Policy_Sub_Section_Definition__c,false,
Policy_Subsection__c,MCIC_RMX_Policy_Coverage_Key__c,false,
Policy_Subsection__c,MCIC_Sub_Section_Coverage_Formula__c,false,
Policy_Subsection__c,MCIC_Sub_Section_Type__c,false,
Policy_Subsection__c,MCIC_Year_and_Parent_ID_Formula__c,false,
Policy_Subsection__c,Next_Layer_Sub_Section__c,false,
Policy_Subsection__c,Primary_Limit__c,false,
Policy_Subsection__c,Secondary_Limit__c,false,
Policy_Subsection__c,Reins_Primary_Policy_Tower_Only__c,false,
Policy_Subsection__c,Reins_Trail__c,false,
Policy__c,Id,false,
Policy__c,OwnerId,false,
Policy__c,IsDeleted,false,
Policy__c,Name,false,
Policy__c,RecordTypeId,false,
Policy__c,CreatedDate,false,
Policy__c,CreatedById,false,
Policy__c,LastModifiedDate,false,
Policy__c,LastModifiedById,false,
Policy__c,SystemModstamp,false,
Policy__c,LastActivityDate,false,
Policy__c,LastViewedDate,false,
Policy__c,LastReferencedDate,false,
Policy__c,ConnectionReceivedId,false,
Policy__c,ConnectionSentId,false,
Policy__c,Broker_Amount__c,false,
Policy__c,Broker_Commission_Percent__c,false,
Policy__c,Broker_Compensation_Type__c,false,
Policy__c,Broker_Fee__c,false,
Policy__c,Broker__c,false,
Policy__c,Carrier_Coverage__c,false,
Policy__c,Carrier__c,false,
Policy__c,Coverage_Line__c,false,
Policy__c,Date_Excess_Carrier_Notified__c,false,
Policy__c,Date_Policy_Canceled__c,false,
Policy__c,Date_Policy_Effective__c,false,
Policy__c,Date_Policy_Expiration__c,false,
Policy__c,Excess_Policy__c,false,
Policy__c,Excise_Fees__c,false,
Policy__c,Fronting_Fees__c,false,
Policy__c,Gross_Premium__c,false,
Policy__c,Policy_Number__c,false,
Policy__c,Layer_Type__c,false,
Policy__c,Layer_Number__c,false,
Policy__c,Map_Label__c,false,
Policy__c,Map_Tooltip__c,false,
Policy__c,Named_Insured_Address__c,false,
Policy__c,Named_Insured__c,false,
Policy__c,Net_Premium__c,false,
Policy__c,Notify_Excess_Carrier__c,false,
Policy__c,Occurrence_Attachment_Point__c,false,
Policy__c,Other_Fees__c,false,
Policy__c,Policy_Aggregate_Limit__c,false,
Policy__c,Policy_Basis__c,false,
Policy__c,Policy_Description__c,false,
Policy__c,Policy_Document__c,false,
Policy__c,Policy_Occurrence_Limit__c,false,
Policy__c,Policy_Status__c,false,
Policy__c,Policy_Type__c,false,
Policy__c,Primary__c,false,
Policy__c,Pro_Rata_Share__c,false,
Policy__c,Producer__c,false,
Policy__c,Program_Year__c,false,
Policy__c,Rating__c,false,
Policy__c,Renewal_Policy__c,false,
Policy__c,Retention_Amount__c,false,
Policy__c,Retention_Type__c,false,
Policy__c,Surplus_Fees__c,false,
Policy__c,Tax__c,false,
Policy__c,Policy_Occurrence_Limit_AE__c,false,
Policy__c,Policy_Aggregate_Limit_AE__c,false,
Policy__c,Policy_Occurrence_Limit_GL__c,false,
Policy__c,Policy_Occurrence_Limit_PFL__c,false,
Policy__c,Policy_Aggregate_Limit_GL__c,false,
Policy__c,Policy_Aggregate_Limit_PFL__c,false,
Policy__c,Policy_Occurrence_Limit_Excess__c,false,
Policy__c,Policy_Aggregate_Limit_Excess__c,false,
Policy__c,Policy_Claim_Limit_PFL__c,false,
Policy__c,Policy_Claim_Limit_GL__c,false,
Policy__c,Policy_Claim_Limit_AE__c,false,
Policy__c,Policy_Claim_Limit_Excess__c,false,
Policy__c,Policy_ID__c,false,
Policy__c,Primary_Insurer__c,false,
Policy__c,Institution_Last_Change_Date__c,false,
Policy__c,Institution_Last_Change_By__c,false,
Policy__c,MCIC_Insured_Aggregate__c,false,
Policy__c,MCIC_Policy_MDMID__c,false,
Policy__c,MCIC_Policy_Year__c,false,
Policy__c,COMPASS_ID__c,false,
ProcessInstance,Id,false,
ProcessInstance,ProcessDefinitionId,false,
ProcessInstance,TargetObjectId,false,
ProcessInstance,Status,false,
ProcessInstance,CompletedDate,false,
ProcessInstance,LastActorId,false,
ProcessInstance,ElapsedTimeInDays,false,
ProcessInstance,ElapsedTimeInHours,false,
ProcessInstance,ElapsedTimeInMinutes,false,
ProcessInstance,SubmittedById,false,
ProcessInstance,IsDeleted,false,
ProcessInstance,CreatedDate,false,
ProcessInstance,CreatedById,false,
ProcessInstance,LastModifiedDate,false,
ProcessInstance,LastModifiedById,false,
ProcessInstance,SystemModstamp,false,
ProcessInstanceStep,Id,false,
ProcessInstanceStep,ProcessInstanceId,false,
ProcessInstanceStep,StepStatus,false,
ProcessInstanceStep,OriginalActorId,false,
ProcessInstanceStep,ActorId,false,
ProcessInstanceStep,Comments,false,
ProcessInstanceStep,StepNodeId,false,
ProcessInstanceStep,ElapsedTimeInDays,false,
ProcessInstanceStep,ElapsedTimeInHours,false,
ProcessInstanceStep,ElapsedTimeInMinutes,false,
ProcessInstanceStep,CreatedDate,false,
ProcessInstanceStep,CreatedById,false,
ProcessInstanceStep,SystemModstamp,false,
Profile,Id,false,
Profile,Name,false,
Profile,PermissionsEmailSingle,false,
Profile,PermissionsEmailMass,false,
Profile,PermissionsEditTask,false,
Profile,PermissionsEditEvent,false,
Profile,PermissionsExportReport,false,
Profile,PermissionsImportPersonal,false,
Profile,PermissionsDataExport,false,
Profile,PermissionsManageUsers,false,
Profile,PermissionsEditPublicFilters,false,
Profile,PermissionsEditPublicTemplates,false,
Profile,PermissionsModifyAllData,false,
Profile,PermissionsEditBillingInfo,false,
Profile,PermissionsManageCases,false,
Profile,PermissionsMassInlineEdit,false,
Profile,PermissionsEditKnowledge,false,
Profile,PermissionsManageKnowledge,false,
Profile,PermissionsManageSolutions,false,
Profile,PermissionsCustomizeApplication,false,
Profile,PermissionsEditReadonlyFields,false,
Profile,PermissionsRunReports,false,
Profile,PermissionsViewSetup,false,
Profile,PermissionsTransferAnyEntity,false,
Profile,PermissionsNewReportBuilder,false,
Profile,PermissionsManageSelfService,false,
Profile,PermissionsManageCssUsers,false,
Profile,PermissionsActivateContract,false,
Profile,PermissionsImportLeads,false,
Profile,PermissionsManageLeads,false,
Profile,PermissionsTransferAnyLead,false,
Profile,PermissionsViewAllData,false,
Profile,PermissionsEditPublicDocuments,false,
Profile,PermissionsViewEncryptedData,false,
Profile,PermissionsEditBrandTemplates,false,
Profile,PermissionsEditHtmlTemplates,false,
Profile,PermissionsChatterInternalUser,false,
Profile,PermissionsManageTranslation,false,
Profile,PermissionsManageEncryptionKeys,false,
Profile,PermissionsDeleteActivatedContract,false,
Profile,PermissionsChatterInviteExternalUsers,false,
Profile,PermissionsSendSitRequests,false,
Profile,PermissionsApiUserOnly,false,
Profile,PermissionsManageRemoteAccess,false,
Profile,PermissionsCanUseNewDashboardBuilder,false,
Profile,PermissionsManageCategories,false,
Profile,PermissionsConvertLeads,false,
Profile,PermissionsPasswordNeverExpires,false,
Profile,PermissionsUseTeamReassignWizards,false,
Profile,PermissionsInstallMultiforce,false,
Profile,PermissionsPublishMultiforce,false,
Profile,PermissionsManagePartners,false,
Profile,PermissionsChatterOwnGroups,false,
Profile,PermissionsEditOppLineItemUnitPrice,false,
Profile,PermissionsCreateMultiforce,false,
Profile,PermissionsBulkApiHardDelete,false,
Profile,PermissionsInboundMigrationToolsUser,false,
Profile,PermissionsSolutionImport,false,
Profile,PermissionsManageCallCenters,false,
Profile,PermissionsPortalSuperUser,false,
Profile,PermissionsManageSynonyms,false,
Profile,PermissionsOutboundMigrationToolsUser,false,
Profile,PermissionsDelegatedPortalUserAdmin,false,
Profile,PermissionsViewContent,false,
Profile,PermissionsManageEmailClientConfig,false,
Profile,PermissionsEnableNotifications,false,
Profile,PermissionsManageDataIntegrations,false,
Profile,PermissionsDistributeFromPersWksp,false,
Profile,PermissionsViewDataCategories,false,
Profile,PermissionsManageDataCategories,false,
Profile,PermissionsAuthorApex,false,
Profile,PermissionsManageMobile,false,
Profile,PermissionsApiEnabled,false,
Profile,PermissionsManageCustomReportTypes,false,
Profile,PermissionsManagePartnerNetConn,false,
Profile,PermissionsEditCaseComments,false,
Profile,PermissionsTransferAnyCase,false,
Profile,PermissionsContentAdministrator,false,
Profile,PermissionsCreateWorkspaces,false,
Profile,PermissionsManageContentPermissions,false,
Profile,PermissionsManageContentProperties,false,
Profile,PermissionsManageContentTypes,false,
Profile,PermissionsScheduleJob,false,
Profile,PermissionsManageExchangeConfig,false,
Profile,PermissionsManageAnalyticSnapshots,false,
Profile,PermissionsScheduleReports,false,
Profile,PermissionsManageBusinessHourHolidays,false,
Profile,PermissionsManageEntitlements,false,
Profile,PermissionsManageDynamicDashboards,false,
Profile,PermissionsManageInteraction,false,
Profile,PermissionsViewMyTeamsDashboards,false,
Profile,PermissionsModerateChatter,false,
Profile,PermissionsResetPasswords,false,
Profile,PermissionsFlowUFLRequired,false,
Profile,PermissionsCanInsertFeedSystemFields,false,
Profile,PermissionsActivitiesAccess,false,
Profile,PermissionsManageKnowledgeImportExport,false,
Profile,PermissionsEmailTemplateManagement,false,
Profile,PermissionsEmailAdministration,false,
Profile,PermissionsManageChatterMessages,false,
Profile,PermissionsChatterFileLink,false,
Profile,PermissionsForceTwoFactor,false,
Profile,PermissionsViewEventLogFiles,false,
Profile,PermissionsManageNetworks,false,
Profile,PermissionsManageAuthProviders,false,
Profile,PermissionsRunFlow,false,
Profile,PermissionsViewGlobalHeader,false,
Profile,PermissionsCreateCustomizeDashboards,false,
Profile,PermissionsCreateDashboardFolders,false,
Profile,PermissionsViewPublicDashboards,false,
Profile,PermissionsManageDashbdsInPubFolders,false,
Profile,PermissionsCreateCustomizeReports,false,
Profile,PermissionsCreateReportFolders,false,
Profile,PermissionsViewPublicReports,false,
Profile,PermissionsManageReportsInPubFolders,false,
Profile,PermissionsEditMyDashboards,false,
Profile,PermissionsEditMyReports,false,
Profile,PermissionsDeleteFieldHistoryArchive,false,
Profile,PermissionsViewAllUsers,false,
Profile,PermissionsAllowUniversalSearch,false,
Profile,PermissionsConnectOrgToEnvironmentHub,false,
Profile,PermissionsCreateCustomizeFilters,false,
Profile,PermissionsContentHubUser,false,
Profile,PermissionsModerateNetworkFeeds,false,
Profile,PermissionsModerateNetworkFiles,false,
Profile,PermissionsGovernNetworks,false,
Profile,PermissionsSalesConsole,false,
Profile,PermissionsTwoFactorApi,false,
Profile,PermissionsDeleteTopics,false,
Profile,PermissionsEditTopics,false,
Profile,PermissionsCreateTopics,false,
Profile,PermissionsAssignTopics,false,
Profile,PermissionsIdentityEnabled,false,
Profile,PermissionsIdentityConnect,false,
Profile,PermissionsAllowViewKnowledge,false,
Profile,PermissionsContentWorkspaces,false,
Profile,PermissionsManageSearchPromotionRules,false,
Profile,PermissionsCustomMobileAppsAccess,false,
Profile,PermissionsViewHelpLink,false,
Profile,PermissionsManageProfilesPermissionsets,false,
Profile,PermissionsAssignPermissionSets,false,
Profile,PermissionsManageRoles,false,
Profile,PermissionsManageIpAddresses,false,
Profile,PermissionsManageSharing,false,
Profile,PermissionsManageInternalUsers,false,
Profile,PermissionsManagePasswordPolicies,false,
Profile,PermissionsManageLoginAccessPolicies,false,
Profile,PermissionsViewPlatformEvents,false,
Profile,PermissionsManageCustomPermissions,false,
Profile,PermissionsCanVerifyComment,false,
Profile,PermissionsManageUnlistedGroups,false,
Profile,PermissionsStdAutomaticActivityCapture,false,
Profile,PermissionsInsightsAppDashboardEditor,false,
Profile,PermissionsShareFilesWithNetworks,false,
Profile,PermissionsManageTwoFactor,false,
Profile,PermissionsInsightsAppUser,false,
Profile,PermissionsInsightsAppAdmin,false,
Profile,PermissionsInsightsAppEltEditor,false,
Profile,PermissionsInsightsAppUploadUser,false,
Profile,PermissionsInsightsCreateApplication,false,
Profile,PermissionsDebugApex,false,
Profile,PermissionsLightningExperienceUser,false,
Profile,PermissionsViewDataLeakageEvents,false,
Profile,PermissionsConfigCustomRecs,false,
Profile,PermissionsSubmitMacrosAllowed,false,
Profile,PermissionsBulkMacrosAllowed,false,
Profile,PermissionsShareInternalArticles,false,
Profile,PermissionsModerateNetworkMessages,false,
Profile,PermissionsManageSessionPermissionSets,false,
Profile,PermissionsManageTemplatedApp,false,
Profile,PermissionsUseTemplatedApp,false,
Profile,PermissionsSendAnnouncementEmails,false,
Profile,PermissionsChatterEditOwnPost,false,
Profile,PermissionsChatterEditOwnRecordPost,false,
Profile,PermissionsAdminAnalyticsUser,false,
Profile,PermissionsCreateAuditFields,false,
Profile,PermissionsUpdateWithInactiveOwner,false,
Profile,PermissionsWaveTrendReports,false,
Profile,PermissionsWaveTabularDownload,false,
Profile,PermissionsWaveCommunityUser,false,
Profile,PermissionsManageSandboxes,false,
Profile,PermissionsAutomaticActivityCapture,false,
Profile,PermissionsImportCustomObjects,false,
Profile,PermissionsSalesforceIQInbox,false,
Profile,PermissionsDelegatedTwoFactor,false,
Profile,PermissionsChatterComposeUiCodesnippet,false,
Profile,PermissionsSelectFilesFromSalesforce,false,
Profile,PermissionsModerateNetworkUsers,false,
Profile,PermissionsMergeTopics,false,
Profile,PermissionsViewForecastingPredictive,false,
Profile,PermissionsSubscribeToLightningReports,false,
